title,base_price,os_support,discount,release,genres,dlc,developer,publisher,features,total_review,storage,metacritic,sum_rating
Total War™: ROME II - Emperor Edition,540999,win,,"2 Sep, 2013",Strategy,no,CREATIVE ASSEMBLY,SEGA,"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Trading Cards, Steam Cloud",43290,,76,Very Positive
STRANGER OF PARADISE FINAL FANTASY ORIGIN,547100,win,,"6 Apr, 2023","Action, Adventure, RPG",no,"Square Enix, KOEI TECMO GAMES CO., LTD.",Square Enix,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",958,90.0,,Very Positive
PICO PARK,39999,win,,"7 May, 2021","Action, Casual, Indie",no,TECOPARK,TECOPARK,"Online Co-op, Shared/Split Screen Co-op",15607,0.1,,Very Positive
SimRail - The Railway Simulator,0,win,-20%,"13 Jan, 2023","Simulation, Early Access",no,SimRail S.A.,PlayWay S.A.,"Single-player, Online Co-op, Stats",1536,50.0,,Very Positive
Tennis Manager 2023,0,"win, mac",-10%,"25 May, 2023","Indie, Simulation, Sports, Strategy",no,Rebound CG,Rebound CG,"Single-player, Steam Achievements, Steam Workshop",51,3.0,,Very Positive
Slay the Spire,119999,"win, mac, linux",,"23 Jan, 2019","Indie, Strategy",no,Mega Crit Games,Mega Crit Games,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",112681,,89,Overwhelmingly Positive
The Ascent,0,win,-70%,"29 Jul, 2021","Action, Adventure, Indie, RPG",no,Neon Giant,Curve Games,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together",14976,35.0,,Mixed
Smalland: Survive the Wilds,206999,win,,"29 Mar, 2023","Action, Adventure, Indie, RPG, Early Access",no,Merge Games,Merge Games,"Single-player, Online Co-op, Partial Controller Support",3113,20.0,,Very Positive
Lords Mobile,0,win,,"2 Jun, 2019","Massively Multiplayer, RPG, Strategy",no,IGG SINGAPORE PTE. LTD.,IGG SINGAPORE PTE. LTD.,"MMO, Online PvP, Cross-Platform Multiplayer, In-App Purchases, Remote Play on Phone, Remote Play on Tablet",4877,2.048,,Mixed
Geometry Dash,32999,"win, mac",,"22 Dec, 2014","Action, Indie",no,RobTop Games,RobTop Games,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Includes level editor, Remote Play on Phone, Remote Play on Tablet",219512,,,Very Positive
FINAL FANTASY VII REMAKE INTERGRADE,1029000,win,,"17 Jun, 2022","Action, Adventure, RPG",no,Square Enix,Square Enix,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",13490,100.0,,Very Positive
Farthest Frontier,139999,win,,"9 Aug, 2022","Indie, Simulation, Strategy, Early Access",no,Crate Entertainment,Crate Entertainment,Single-player,12101,4.0,,Very Positive
Dead Space,659000,win,,"27 Jan, 2023","Action, Adventure",no,Motive,Electronic Arts,"Single-player, Steam Achievements, Full controller support, Steam Cloud",23318,50.0,87,Very Positive
My Time At Portia,0,"win, mac",-80%,"15 Jan, 2019","Adventure, Casual, Indie, RPG, Simulation",no,Pathea Games,Pathea Games,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",31064,10.0,73,Very Positive
X4: Foundations,375999,"win, linux",,"30 Nov, 2018","Action, Simulation, Strategy",no,Egosoft,Egosoft,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud",13912,20.0,,Very Positive
Subnautica,139999,"win, mac",,"23 Jan, 2018","Adventure, Indie",no,Unknown Worlds Entertainment,Unknown Worlds Entertainment,"Single-player, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards, Steam Cloud, Remote Play on TV",209367,20.0,87,Overwhelmingly Positive
Sherlock Holmes The Awakened,0,win,-20%,"11 Apr, 2023",Adventure,no,Frogwares,Frogwares,"Single-player, Steam Achievements, Full controller support, Steam Cloud",416,30.0,,Very Positive
Roots of Pacha,206999,"win, mac, linux",,"25 Apr, 2023","Indie, RPG, Simulation",no,Soda Den,Soda Den,"Single-player, Online Co-op, Steam Achievements, Full controller support, Steam Cloud",1131,,,Very Positive
Spyro™ Reignited Trilogy,0,win,-75%,"3 Sep, 2019","Action, Adventure",no,"Toys for Bob, Iron Galaxy",Iron Galaxy,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",9802,40.0,,Very Positive
OCTOPATH TRAVELER II,749000,win,,"24 Feb, 2023",RPG,no,"Square Enix, ACQUIRE Corp.",Square Enix,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",4232,10.0,,Overwhelmingly Positive
Pathfinder: Wrath of the Righteous - Enhanced Edition,417777,"win, mac",,"2 Sep, 2021","Adventure, Indie, RPG, Strategy",no,Owlcat Games,Owlcat Games,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",21126,50.0,83,Mostly Positive
Jianghu Survivor,0,win,-30%,"31 May, 2023","Action, Adventure, Casual, Indie, RPG, Strategy",no,Surprising Studio,Surprising Studio,"Single-player, Online Co-op, Full controller support",700,2.0,,Very Positive
Inkbound,165999,win,,"22 May, 2023","RPG, Strategy, Early Access",no,Shiny Shoe,Shiny Shoe,"Single-player, MMO, Online Co-op, In-App Purchases, Steam Cloud",534,3.0,,Very Positive
Stray,199999,win,,"19 Jul, 2022","Adventure, Indie",no,BlueTwelve Studio,Annapurna Interactive,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV",106205,10.0,,Overwhelmingly Positive
Inside the Backrooms,70000,win,,"20 Jun, 2022","Adventure, Indie, Early Access",no,MrFatcat,MrFatcat,"Single-player, Online Co-op, Steam Achievements, Tracked Controller Support, VR Supported",28269,5.0,,Very Positive
No Man's Sky,449999,"win, mac",,"12 Aug, 2016","Action, Adventure",no,Hello Games,Hello Games,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud, Remote Play on Tablet, Remote Play on TV",203477,,61,Very Positive
Ravenswatch,0,win,-10%,"6 Apr, 2023","Action, Adventure, Early Access",no,Passtech Games,Nacon,"Single-player, Online Co-op, Full controller support, Steam Cloud",3187,3.0,,Mostly Positive
A Plague Tale: Requiem,0,win,-45%,"17 Oct, 2022","Action, Adventure",no,Asobo Studio,Focus Entertainment,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",7502,55.0,,Very Positive
UNDECEMBER,0,win,,"11 Oct, 2022","Action, Free to Play, RPG",no,Needs Games,Needs Games,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support",16173,20.0,,Mixed
Cult of the Lamb,149999,"win, mac",,"11 Aug, 2022","Action, Adventure, Indie, Strategy",no,Massive Monster,Devolver Digital,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",46583,4.0,,Overwhelmingly Positive
GrandChase,0,win,,"27 Jul, 2021","Action, Casual, Free to Play",no,KOG,KOG,In-App Purchases,20388,5.0,,Very Positive
Omega Strikers,0,win,,"27 Apr, 2023","Action, Free to Play, Strategy",no,Odyssey Interactive,Odyssey Interactive,"Online PvP, Online Co-op, In-App Purchases, Partial Controller Support",17163,,,Very Positive
IdleOn - The Idle MMO,0,win,,"2 Apr, 2021","Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Early Access",no,Lavaflame2,Lavaflame2,"Single-player, MMO, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",11569,,,Mostly Positive
PlateUp!,0,win,-40%,"4 Aug, 2022","Action, Casual, Indie, Strategy",no,It's happening,It's happening,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Remote Play on TV, Remote Play Together",8954,2.0,,Very Positive
Left 4 Dead 2,90999,"win, mac, linux",,"16 Nov, 2009",Action,no,Valve,Valve,"Single-player, Online PvP, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes Source SDK, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",543571,13.0,89,Overwhelmingly Positive
"Warhammer 40,000: Battlesector",0,win,-45%,"22 Jul, 2021",Strategy,no,Black Lab Games,Slitherine Ltd.,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play Together",3032,25.0,,Very Positive
Decarnation,0,win,-10%,"31 May, 2023","Action, Adventure, Indie",no,Atelier QDB,East2West Games,"Single-player, Full controller support",33,,,Positive
Vampire Survivors,0,"win, mac",-20%,"20 Oct, 2022","Action, Casual, Indie, RPG",no,poncle,poncle,"Single-player, Steam Achievements, Full controller support, Steam Cloud",187478,,87,Overwhelmingly Positive
DEAD OR ALIVE Xtreme Venus Vacation,0,win,,"25 Mar, 2019","Free to Play, Sports",no,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","In-App Purchases, Remote Play on Phone, Remote Play on Tablet",24506,20.0,,Very Positive
Uncharted Waters Origin,0,win,,"5 Mar, 2023","Adventure, Free to Play, Massively Multiplayer, RPG, Simulation, Strategy",no,"KOEI TECMO GAMES CO., LTD., LINE Games Corporation, Motif Co.,Ltd.","Motif Co.,Ltd.","MMO, Online PvP, Online Co-op, In-App Purchases",1156,20.0,,Mixed
Factorio,300000,"win, mac, linux",,"14 Aug, 2020","Casual, Indie, Simulation, Strategy",no,Wube Software LTD.,Wube Software LTD.,"Single-player, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Includes level editor, Remote Play on Tablet",130985,3.0,90,Overwhelmingly Positive
Space Engineers,149999,win,,"28 Feb, 2019","Action, Indie, Simulation, Strategy",no,Keen Software House,Keen Software House,"Single-player, Online PvP, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor",78374,35.0,,Very Positive
Car Mechanic Simulator 2021,206999,win,,"11 Aug, 2021","Racing, Simulation",no,Red Dot Games,Red Dot Games,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Includes level editor",18736,35.0,,Overwhelmingly Positive
Victoria 3,494999,"win, mac, linux",,"25 Oct, 2022","Simulation, Strategy",no,Paradox Development Studio,Paradox Interactive,"Single-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Workshop, Steam Cloud",21336,10.0,,Mixed
PowerWash Simulator,349000,win,,"14 Jul, 2022","Casual, Indie, Simulation",no,FuturLab,FuturLab,"Single-player, Online Co-op, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Steam Cloud",31698,,,Overwhelmingly Positive
SUCCUBUS,0,win,-40%,"5 Oct, 2021","Action, Adventure",no,Madmind Studio,Madmind,"Single-player, Steam Achievements, Full controller support, Steam Cloud",3650,70.0,,Mostly Positive
Graveyard Keeper,0,"win, mac, linux",-65%,"15 Aug, 2018","Adventure, Indie, RPG, Simulation",no,Lazy Bear Games,tinyBuild,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",26009,,69,Very Positive
Crash Bandicoot™ 4: It’s About Time,0,win,-50%,"18 Oct, 2022",Action,no,"Toys for Bob, Beenox, Activision Shanghai, Hardsuit Labs, Iron Galaxy Studios",Activision,"Single-player, Steam Achievements, Full controller support",1289,30.0,,Very Positive
Monster Hunter: World,334999,win,,"9 Aug, 2018",Action,no,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Tablet",229355,52.0,88,Very Positive
Beat Saber,139999,win,,"21 May, 2019",Indie,no,Beat Games,Beat Games,"Single-player, Online PvP, Tracked Controller Support, VR Only, Steam Leaderboards",62755,0.2,93,Very Positive
Satisfactory,245999,win,,"8 Jun, 2020","Adventure, Indie, Simulation, Strategy, Early Access",no,Coffee Stain Studios,Coffee Stain Publishing,"Single-player, Online Co-op, Cross-Platform Multiplayer, Steam Cloud, Remote Play on Tablet",113523,,,Overwhelmingly Positive
Wartales,379999,win,,"12 Apr, 2023","Adventure, Indie, RPG, Strategy",no,Shiro Games,Shiro Unlimited,"Single-player, Online Co-op, Steam Achievements, Steam Cloud",15453,30.0,,Very Positive
Phantasy Star Online 2 New Genesis,0,win,,"5 Aug, 2020","Action, Free to Play, Massively Multiplayer, RPG",no,SEGA,SEGA,"Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Partial Controller Support, Remote Play on Tablet",21415,103.0,,Mixed
War Robots,0,win,,"4 Apr, 2018","Action, Free to Play",no,Pixonic,Pixonic,"Online PvP, Steam Trading Cards, In-App Purchases",17444,8.0,,Mixed
Russian Fishing 4,0,win,,"10 Nov, 2021","Adventure, Casual, Free to Play, Massively Multiplayer, RPG, Simulation, Sports",no,"FishSoft, LLC","FishSoft, LLC","Single-player, MMO, Online PvP, Steam Achievements, In-App Purchases, Stats",31278,40.0,,Mixed
GROUND BRANCH,139999,win,,"14 Aug, 2018","Action, Indie, Simulation, Early Access",no,BlackFoot Studios,BlackFoot Studios,"Single-player, Online PvP, Online Co-op, Partial Controller Support",12217,30.0,,Very Positive
Kerbal Space Program,0,"win, mac, linux",-75%,"27 Apr, 2015","Indie, Simulation",no,Squad,Private Division ,"Single-player, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud",93112,,88,Overwhelmingly Positive
Construction Simulator,299999,win,,"20 Sep, 2022","Casual, Simulation",no,weltenbauer. Software Entwicklung GmbH,astragon Entertainment,"Single-player, Online Co-op, Steam Achievements, Full controller support, Steam Cloud",4343,10.0,,Very Positive
Star Trek Online,0,win,,"31 Jan, 2012","Free to Play, Massively Multiplayer, RPG",no,Cryptic Studios,Cryptic Studios,"MMO, Full controller support, In-App Purchases",17904,,66,Very Positive
CarX Drift Racing Online,95999,win,,"17 Nov, 2017","Massively Multiplayer, Racing, Simulation, Sports",no,"CarX Technologies, LLC","CarX Technologies, LLC","Single-player, Online PvP, Online Co-op, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards, Steam Workshop, Remote Play on Phone, Remote Play on Tablet",58016,6.0,,Overwhelmingly Positive
7 Days to Die,119999,"win, mac, linux",,"13 Dec, 2013","Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access",no,The Fun Pimps,The Fun Pimps,"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Includes level editor, Remote Play on Tablet, Remote Play on TV",178019,15.0,,Very Positive
Crab Champions,90999,win,,"1 Apr, 2023","Action, Adventure, Casual, Indie, Racing, Strategy, Early Access",no,Noisestorm Limited,Noisestorm Limited,"Single-player, Online Co-op, Steam Achievements, Partial Controller Support, Steam Cloud",9237,,,Overwhelmingly Positive
Everdream Valley,0,win,-10%,"30 May, 2023","Adventure, Casual, Indie",no,Mooneaters,VARSAV Game Studios,"Single-player, Steam Achievements, Full controller support, Steam Cloud",105,10.0,,Very Positive
STASIS: BONE TOTEM,0,win,-20%,"31 May, 2023","Adventure, Indie",no,THE BROTHERHOOD,THE BROTHERHOOD,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud",15,16.0,,Positive
Mechabellum,130999,win,,"11 May, 2023","Action, Massively Multiplayer, Simulation, Strategy, Early Access",no,Game River,Paradox Arc,"Single-player, Online PvP, Online Co-op",1597,8.0,,Very Positive
SCUM,330707,win,,"29 Aug, 2018","Action, Adventure, Indie, Massively Multiplayer, Early Access",no,Gamepires,Jagex Ltd,"Single-player, MMO, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Stats",72119,70.0,,Mixed
Path of Exile,0,"win, mac",,"23 Oct, 2013","Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG",no,Grinding Gear Games,Grinding Gear Games,"Single-player, MMO, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Tablet",201654,40.0,86,Very Positive
Brawlhalla,0,"win, mac",,"17 Oct, 2017","Action, Free to Play, Indie",no,Blue Mammoth Games,Blue Mammoth Games,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",323954,2.0,,Mostly Positive
Wildfrost,0,win,-10%,"12 Apr, 2023","Indie, Strategy",no,"Deadpan Games, Gaziter",Gaziter,"Single-player, Steam Achievements, Full controller support, Steam Cloud",4711,,80,Very Positive
Stranded: Alien Dawn,284999,win,,"25 Apr, 2023","Simulation, Strategy",no,Haemimont Games,Haemimont Games,"Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud",4129,15.0,83,Very Positive
Assetto Corsa Competizione,449000,win,,"29 May, 2019","Racing, Simulation, Sports",no,Kunos Simulazioni,505 Games,"Single-player, Online PvP, LAN PvP, VR Supported, Partial Controller Support",17435,50.0,77,Very Positive
